"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","Class"
2.20254415548573e-36,1.63301777433844e-07,1.90250972309514e-07,1.86823299941352e-07,0,0,0,2.47128530375887e-33,4.07682929160548e-38,0,0,1.66119718869595e-07,5.16711072786595e-26,1.82460738074042e-07,0,0.707140266895294,0,0,0,0.707073390483856,2
2.75323440493664e-30,0.000194586347788572,0.00020080701506231,0.000191354745766148,0,0,0,2.36333260873352e-25,7.88564540039682e-25,0,0,0.000199575719307177,5.01800847176055e-32,0.000195903397980146,9.76838670800801e-33,0.705958962440491,0,0,0,0.708252668380737,2
0,0.447253495454788,0.446025907993317,0.447185575962067,0,0,0,4.35308893459108e-28,2.71012518469482e-33,0,0,0.449936717748642,3.26962254925922e-32,0.445653527975082,0,0.000198827576241456,0,0,0,0.000196005421457812,1
0,2.19119247049093e-05,2.30064597417368e-05,2.1598754756269e-05,0,0,0,4.7702309311171e-30,1.87160575866093e-33,0,0,2.18837540160166e-05,6.9312789297366e-30,2.27971668209648e-05,5.23000998225319e-37,0.706543862819672,0,0,0,0.707669258117676,2
7.7786620337436e-37,3.73232609263141e-08,4.18765964127488e-08,3.91236198993283e-08,0,0,0,6.42926900619657e-34,9.17053015176708e-39,0,0,3.82230815887397e-08,3.03898895419717e-26,4.04319564495381e-08,0,0.705794036388397,0,0,0,0.708417057991028,2
1.36097320078769e-28,0.448821693658829,0.447604984045029,0.44456946849823,0,0,0,3.85173169887737e-25,4.96022486804955e-28,0,0,0.44792041182518,4.20672142947857e-34,0.447140038013458,0,3.9323145756498e-05,0,0,0,3.86956271540839e-05,1
5.55682745806024e-31,0.44721594452858,0.447213858366013,0.447210758924484,5.8218095042682e-26,1.55990676740419e-24,0,3.13077803484165e-31,2.8792705565835e-32,8.80899303458898e-33,0,0.447214007377625,3.09849575213614e-24,0.447213441133499,3.18646469933579e-33,1.03858674265211e-05,3.97050795855641e-26,3.57205250156971e-31,0,9.94412948784884e-06,1
0,0.000141798358527012,0.00015090563101694,0.000141028576763347,0,0,0,7.9449688341569e-31,2.02436015469898e-36,0,0,0.000139921336085536,1.48522360818486e-28,0.000150086270878091,0,0.70541387796402,0,0,0,0.708795607089996,2
1.87970139560188e-31,4.5206206777948e-06,4.73363934361259e-06,5.00925398227992e-06,3.17665617760019e-37,0,0,2.24510757331573e-28,3.54161394051901e-29,0,0,5.21081574333948e-06,1.30950841805897e-30,4.48379432782531e-06,9.47594178215729e-35,0.706404983997345,0,5.54694328143575e-39,0,0.707807898521423,2
7.89261248595393e-37,4.02959692280547e-08,4.55311202074427e-08,4.34246416602946e-08,0,0,0,7.35244211708242e-34,1.21797121052213e-38,0,0,4.09199998330223e-08,3.54250777664326e-26,4.4220094252978e-08,0,0.706258714199066,0,0,0,0.707953870296478,2
4.81771954450558e-36,1.21194561870652e-05,1.45558333315421e-05,1.20550985229784e-05,7.05489979314083e-33,0,0,6.37651612580953e-32,1.62709791430606e-36,3.77992905350528e-28,0,2.29115430556703e-05,5.07157058185435e-28,1.01603236544179e-05,1.39775021052004e-33,0.70647531747818,1.28737193956602e-35,3.55539116945044e-26,0,0.707737624645233,2
1.20297157829253e-29,0.448931992053986,0.4476518034935,0.446100741624832,0,0,0,5.12413267671058e-27,2.11971310334628e-30,0,0,0.448826670646667,1.52582722607144e-32,0.444541037082672,0,2.43906015384709e-06,0,0,0,2.3850461730035e-06,1
0,0.447630614042282,0.447634935379028,0.447235971689224,2.30527825904731e-29,9.77694375586902e-34,1.88206127581627e-34,2.39763502341678e-26,5.1115358099179e-30,0,0,0.448162764310837,5.434131106857e-29,0.4453986287117,6.60334604018985e-38,2.57161218542024e-06,0,3.65275629916471e-38,0,2.60294791587512e-06,1
3.90553249063528e-31,0.44721645116806,0.447213113307953,0.447211027145386,2.6879685927546e-25,9.09321148739618e-25,0,2.66525241435951e-31,3.00123279745871e-32,4.90457642604726e-33,0,0.447214215993881,4.63026168168361e-24,0.447213143110275,3.77809725091839e-33,1.61405259859748e-05,4.43861185673874e-26,3.56200178977131e-31,0,1.54816061694873e-05,1
5.45226494098962e-29,0.449453830718994,0.446606993675232,0.446501463651657,0,0,0,4.95031942515958e-26,1.1324327389833e-29,0,0,0.44475993514061,3.32720146073365e-35,0.448729991912842,0,6.19909314991673e-07,0,0,0,6.06177763984306e-07,1
8.97996313488077e-29,0.449454009532928,0.446954876184464,0.445223271846771,0,0,0,1.59354266241526e-25,9.11476799948505e-29,0,0,0.446682423353195,1.17502621938062e-34,0.44774255156517,0,5.54753796677687e-06,0,0,0,5.44516433365061e-06,1
1.0498915569228e-30,5.96357058384456e-05,6.29634741926566e-05,6.02565742156003e-05,0,0,0,6.37745970659776e-26,7.27543338703861e-25,0,0,6.36912809568457e-05,2.11940667547891e-31,5.98154510953464e-05,1.80941773613281e-32,0.7058185338974,0,0,0,0.708392739295959,2
3.64618453370601e-28,0.450265318155289,0.447820901870728,0.443000167608261,0,0,0,3.1304068397558e-26,4.8554720450263e-31,0,0,0.446002930402756,9.18121699419671e-33,0.448942810297012,0,0.00034502858761698,0,0,0,0.000336496130330488,1
4.86819689362537e-29,0.448320835828781,0.446759700775146,0.447654843330383,0,0,0,3.23415190955368e-26,5.99518105642538e-30,0,0,0.444572508335114,3.45045187122581e-35,0.44874781370163,0,4.5605639797941e-07,0,0,0,4.4514021624309e-07,1
2.21756633124432e-30,0.000145591562613845,0.000150613064761274,0.000143068275065161,0,0,0,1.86162151035555e-25,7.8919631901715e-25,0,0,0.00014971564814914,5.63985321180599e-32,0.000146533959195949,1.14182635590481e-32,0.70577484369278,0,0,0,0.708436191082001,2
1.31614393132529e-27,0.447231739759445,0.447202086448669,0.447208225727081,1.60734358629602e-31,0,4.41927467268792e-27,8.77486604027812e-29,2.67273932155089e-33,5.38949245767443e-33,0,0.447219759225845,9.9223483419124e-29,0.447206139564514,0,7.43557212329327e-12,0,0,0,7.20710600574104e-12,1
1.54377849887841e-29,0.447643041610718,0.446892976760864,0.447052896022797,6.41282538306491e-32,0,2.96674405181434e-30,2.91328350913443e-29,5.42238692220776e-34,0,0,0.447466254234314,1.32010677292711e-28,0.447012364864349,0,3.66383867689279e-11,0,0,0,3.60238817942449e-11,1
2.85460922583065e-30,0.000217628665268421,0.000223216164158657,0.000213942155824043,0,0,0,3.21422435864143e-25,7.7647164748929e-25,0,0,0.000221469061216339,3.72083693744312e-32,0.000219493987970054,1.27345858065188e-32,0.706636905670166,0,0,0,0.707576155662537,2
3.05721953627326e-32,0.44715815782547,0.448598682880402,0.44548898935318,4.78813690742476e-31,0,8.49226724551242e-36,2.5911126841458e-28,1.22963780429215e-33,0,0,0.448700547218323,2.41098726460962e-26,0.446112215518951,0,1.41694371791345e-07,0,0,0,1.42927504498402e-07,1
2.128585170469e-30,0.000134685251396149,0.000139007985126227,0.000131961045553908,0,0,0,1.94162618098935e-25,8.43426512642762e-25,0,0,0.000137987473863177,5.17574570770869e-32,0.000135624941322021,1.40312354213444e-32,0.705934226512909,0,0,0,0.708277344703674,2
1.10907993562795e-29,0.447454959154129,0.445642024278641,0.448771953582764,0,0,0,8.59930493508021e-26,2.53693648545878e-30,0,0,0.446934401988983,1.46609147761368e-34,0.447258919477463,0,5.07965023643919e-06,0,0,0,5.00673831993481e-06,1
6.19027949011949e-29,0.449297457933426,0.444733142852783,0.447584390640259,0,0,0,1.64852552795207e-25,4.10440587867575e-29,0,0,0.448699027299881,5.20517163738763e-35,0.445737153291702,0,2.80106132777291e-06,0,0,0,2.75059051091375e-06,1
7.83562152845697e-31,0.00018884168821387,0.000194639214896597,0.000188339210581034,0,0,0,1.93264130179792e-25,8.8772853432357e-26,0,0,0.000193012994714081,4.06259957725401e-32,0.000191382176126353,4.90897865239109e-33,0.706367373466492,0,0,0,0.707845330238342,2
4.62515386336687e-29,0.447492808103561,0.446686565876007,0.448454171419144,0,0,0,2.45511170630509e-26,3.49368544352525e-30,0,0,0.44501006603241,3.42535782190064e-35,0.448415219783783,0,3.75734714452847e-07,0,0,0,3.66112146821251e-07,1
1.54832203845112e-30,9.66423540376127e-05,0.000100941892014816,9.57257798290811e-05,0,0,0,1.08038223407414e-25,6.98024015719071e-25,0,0,0.000100849239970557,9.42819408783943e-32,9.7122487204615e-05,1.13938882143159e-32,0.705442667007446,0,0,0,0.708766877651215,2
9.35448154073637e-31,5.72923891013488e-05,6.08628288318869e-05,5.96875433984678e-05,3.25341986799529e-39,0,0,4.19306811478101e-26,5.12115828591191e-25,0,0,6.2453982536681e-05,3.79359251459517e-31,5.75300473428797e-05,1.17198065127089e-32,0.706016600131989,0,0,0,0.708195328712463,2
2.1989656847951e-30,0.000259110907791182,0.000265892274910584,0.000256900530075654,0,0,0,3.4186288195026e-25,3.8918253078662e-25,0,0,0.000264303700532764,3.48297242294476e-32,0.000261655019130558,9.34259179741347e-33,0.706779301166534,0,0,0,0.707433938980103,2
1.83553112273114e-33,2.63867883099067e-09,3.21695337035521e-09,2.98719893265798e-09,0,0,0,8.06781170397188e-34,0,2.69293348607684e-25,0,5.63231195016556e-09,2.40593506918393e-30,2.22271934191554e-09,4.64836204248593e-39,0.706635713577271,0,3.40969827645984e-32,0,0.707577526569366,2
8.01097714043077e-37,0.000122126934002154,0.000148868770338595,0.00011989711492788,1.93537903817689e-30,3.63249574588504e-28,0,1.73053222042745e-31,1.16411119758054e-35,7.02579195564215e-28,0,0.000241029614699073,5.46403966740949e-27,0.000100369950814638,1.90381078473725e-31,0.706133544445038,9.42312743917467e-28,1.30166845635771e-23,1.2956329040477e-33,0.708078563213348,2
1.38938679780268e-34,6.02836092156167e-09,7.68676411411207e-09,6.51327791700851e-09,0,0,0,7.16672916250936e-34,0,1.61173729545993e-24,0,1.39735689685949e-08,5.13013194246881e-30,4.96209606737352e-09,9.82800117434825e-38,0.706995606422424,0,3.20935009910089e-30,0,0.707217931747437,2
5.66620927627431e-29,0.446378976106644,0.446661800146103,0.449116587638855,0,0,0,2.05983076303114e-26,9.43409918371079e-31,0,0,0.447938978672028,3.48644794188864e-35,0.445964097976685,0,4.47377260570647e-07,0,0,0,4.34479744626515e-07,1
3.64715271975391e-30,0.000287438975647092,0.000296525278827175,0.000283243076410145,0,0,0,2.88759797994886e-25,7.61137769213603e-25,0,0,0.000294958706945181,5.16832128538889e-32,0.00028928930987604,6.81140275052371e-33,0.705993473529816,0,0,0,0.708218038082123,2
1.67004906878421e-32,1.6477626374467e-08,1.95233020860996e-08,1.62278901427726e-08,2.08113675425779e-34,7.63375856675975e-29,0,1.50968326216374e-34,2.99221749793351e-37,5.82268783989136e-32,0,3.00323961255344e-08,5.30928682066515e-25,1.39929712261733e-08,1.37152025896315e-31,0.706113815307617,8.54026926606869e-31,1.48757201878853e-25,1.44027976258463e-35,0.708098351955414,2
2.00206251591966e-24,0.000273671204922721,0.00028142478549853,0.000287351140286773,0,0,0,1.90841072264812e-28,3.93937926354983e-32,0,0,0.000278962979791686,2.51364653362345e-27,0.000286349357338622,0,0.705490291118622,0,0,0,0.708719372749329,2
3.88162957708263e-32,0.44796359539032,0.448731333017349,0.444453835487366,2.47346886533076e-31,0,1.90616051712931e-35,1.58498316818547e-28,8.11243916332985e-34,0,0,0.449944943189621,1.05868292005769e-26,0.44494840502739,0,4.73602419504005e-08,0,0,0,4.76856492070965e-08,1
5.58960289848131e-37,2.36590125268776e-08,2.59415511294492e-08,2.40838051723813e-08,0,0,0,4.54479039053269e-34,7.16919568501838e-39,0,0,2.40950157603947e-08,3.21256423784424e-26,2.54104097763275e-08,0,0.706016778945923,0,0,0,0.708195149898529,2
4.17953893076817e-32,0.447420209646225,0.446754813194275,0.447157442569733,1.6127964930005e-30,0,9.06245303467779e-36,5.92381528599261e-28,6.36596165590709e-33,0,0,0.445336073637009,1.18183295123299e-25,0.449389815330505,0,1.24340522233979e-06,0,0,0,1.25406836559705e-06,1
1.09782957394684e-35,2.28174698690964e-07,2.45587017388971e-07,2.27283607046047e-07,0,0,0,1.02786814789984e-33,2.15145262850505e-38,0,0,2.34200911108928e-07,3.4245114415545e-26,2.3992660658223e-07,0,0.705284416675568,0,0,0,0.708924472332001,2
1.38379535025805e-28,0.447529971599579,0.446921348571777,0.447528898715973,0,0,0,2.54308556689997e-26,5.44728455010033e-31,0,0,0.448385626077652,3.56096888839537e-34,0.445697724819183,0,7.83974701334955e-06,0,0,0,7.63206753617851e-06,1
1.34049250064721e-28,0.447884798049927,0.447362869977951,0.44638392329216,0,0,0,2.47639477293452e-26,7.20772181701044e-31,0,0,0.446986019611359,4.91693858585608e-34,0.447448968887329,0,1.02377471193904e-05,0,0,0,9.95692789729219e-06,1
7.22358544241321e-29,0.446689248085022,0.447113841772079,0.447944343090057,0,0,0,2.12353682780598e-26,1.09159254815664e-30,0,0,0.447226941585541,9.41821169338498e-35,0.447092741727829,0,1.29595798625814e-06,0,0,0,1.25877647860761e-06,1
6.20416338085044e-32,4.83960793644655e-05,4.92971666972153e-05,5.07866061525419e-05,0,0,0,4.25679277215251e-31,1.39897603072276e-34,0,0,5.01948306919076e-05,9.21128689346474e-27,4.97350592922885e-05,0,0.706630885601044,0,0,0,0.707582414150238,2
2.06499310180156e-37,3.56789833233506e-08,3.83149867388966e-08,3.61440584129014e-08,0,0,0,7.60046912921851e-34,1.69444183540063e-38,0,0,3.55028184628736e-08,2.0259216078351e-26,3.85058385177217e-08,0,0.706374824047089,0,0,0,0.70783805847168,2
7.22290356165018e-31,3.74473274860065e-05,4.00106036977377e-05,4.04978527512867e-05,9.01143541217812e-38,0,0,2.65949663053291e-26,4.53104003892388e-25,0,0,4.21071599703282e-05,9.43914628625548e-31,3.75551826437004e-05,2.2991999470304e-32,0.706582367420197,0,0,0,0.707630813121796,2
0,1.51720987560111e-05,1.59930223162519e-05,1.49601328303106e-05,0,0,0,3.36201202063992e-30,1.11915511063928e-33,0,0,1.51353342516813e-05,8.86455072972043e-30,1.58370148710674e-05,5.8749570399393e-37,0.706596732139587,0,0,0,0.707616448402405,2
1.09674835447255e-35,2.22339124889004e-07,2.38236580685225e-07,2.22815245365382e-07,0,0,0,9.76802285577223e-34,2.26326601647938e-38,0,0,2.28347261099771e-07,3.78389489955782e-26,2.33823485018547e-07,0,0.705404579639435,0,0,0,0.708804905414581,2
1.11650085967655e-29,0.446712762117386,0.447169303894043,0.447575032711029,0,0,0,1.5943219090782e-25,7.08284735941072e-30,0,0,0.4460469186306,8.18613439393176e-34,0.448559910058975,0,4.50424959126394e-05,0,0,0,4.45051700808108e-05,1
1.30928352812214e-28,0.455364435911179,0.449168473482132,0.438009232282639,3.78808367786948e-31,0,0,1.04959031590074e-27,5.34332350997914e-29,0,0,0.442425072193146,9.51469173392768e-27,0.450884282588959,1.17764892635652e-34,0.00106438703369349,0,2.14957946800623e-36,0,0.0010504387319088,1
5.1853410713656e-37,2.06050536633029e-08,2.23248903807871e-08,2.08502850540526e-08,0,0,0,4.21548253581204e-34,7.77200485710316e-39,0,0,2.08044017568909e-08,3.58959568526276e-26,2.21445652925922e-08,0,0.706240355968475,0,0,0,0.707972168922424,2
5.12576023195833e-29,0.448447048664093,0.446859627962112,0.447369545698166,0,0,0,3.68753276664595e-26,7.79913907386395e-30,0,0,0.44463375210762,3.9504266972121e-35,0.448746025562286,0,5.7507810424795e-07,0,0,0,5.61687841127423e-07,1
3.94534401575949e-33,2.2108946723165e-05,2.30364694289165e-05,2.21136469917838e-05,0,0,0,6.7633771941369e-33,3.36098073551993e-37,0,0,2.25818384933518e-05,7.7090926598706e-26,2.28471963055199e-05,0,0.706355810165405,0,0,0,0.707856953144073,2
1.03921494610434e-28,0.448753207921982,0.445960193872452,0.446351647377014,0,0,0,3.79014705364e-25,2.6418301233013e-28,0,0,0.449097126722336,2.21576139272941e-34,0.445894718170166,0,2.20144702325342e-05,0,0,0,2.1661206119461e-05,1
5.29827480487371e-29,0.44992795586586,0.446133524179459,0.44646692276001,0,0,0,5.20582438493847e-26,1.04613776147475e-29,0,0,0.445042878389359,2.43016553561496e-35,0.448479384183884,0,4.81998483792268e-07,0,0,0,4.71376637278809e-07,1
3.62446491471172e-32,0.44749990105629,0.444261342287064,0.449774503707886,1.98938106057457e-30,0,8.4758631300112e-36,4.42719679292116e-28,3.76170681890609e-33,0,0,0.445332795381546,8.0680749081479e-26,0.449174046516418,0,6.79076265441836e-07,0,0,0,6.84591611843643e-07,1
7.44337016025425e-29,0.446182787418365,0.447113752365112,0.448092401027679,0,0,0,2.12027538100096e-26,1.61202066672896e-30,0,0,0.447332561016083,1.66946864548962e-34,0.447344332933426,0,2.13949988392415e-06,0,0,0,2.08020696845779e-06,1
3.94793568692947e-32,0.447235941886902,0.447195947170258,0.447209179401398,2.00764453512805e-23,3.88319236155722e-29,0,2.0522375176797e-31,5.24038966854346e-32,9.77735124135523e-39,0,0.447212815284729,4.9669944532558e-24,0.447214096784592,1.48584726730043e-33,4.69993028673343e-05,9.45134246332322e-30,1.8108092275706e-32,0,4.51704909210093e-05,1
6.61515404835546e-23,0.00165037228725851,0.0016913297586143,0.00173662125598639,0,0,0,1.51064850753032e-27,4.03465490270022e-31,0,0,0.00168602669145912,2.28219289513886e-27,0.00171875744126737,0,0.706360936164856,0,0,0,0.707841634750366,2
8.11311060570304e-31,0.447476953268051,0.447378069162369,0.446803033351898,1.53408189299825e-29,0,0,2.42687304979242e-29,2.40309469867415e-30,0,0,0.44467356801033,7.81215413239029e-25,0.44971564412117,1.65318104627415e-34,0.00167479598894715,0,0,0,0.00166297110263258,1
9.7966498533688e-32,0.452479392290115,0.443763583898544,0.44309476017952,7.33281839602269e-32,0,2.57879606300283e-34,3.78137626948787e-29,2.9518711080712e-34,0,0,0.452982813119888,1.21929892925777e-27,0.44363272190094,0,2.46142572990493e-09,0,0,0,2.46506237644439e-09,1
1.36278280945349e-31,0.452949672937393,0.449306577444077,0.441327542066574,6.08856828734792e-37,0,0,1.90687999352832e-27,1.00212426252233e-30,0,0,0.446300148963928,1.45116658399973e-32,0.44610121846199,0,8.82648350852833e-07,0,0,0,8.63383263549622e-07,1
0,0.446373403072357,0.449537873268127,0.444173753261566,0,0,0,4.65541852836607e-28,1.72925724986719e-33,0,0,0.445671379566193,5.87433835636989e-31,0.450250953435898,0,0.00370703963562846,0,0,0,0.0036686877720058,1
1.78428526283605e-33,4.90186675961013e-06,5.03560931974789e-06,5.11833923155791e-06,0,0,0,3.1057871424926e-32,5.84122722538361e-36,0,0,5.05056186739239e-06,1.3057094739982e-26,5.08966923007392e-06,0,0.705661237239838,0,0,0,0.708549320697784,2
4.333983950284e-29,0.448207259178162,0.444960564374924,0.448282450437546,0,0,0,2.07799767501056e-25,3.61960477454352e-29,0,0,0.449122905731201,1.17507030041878e-34,0.445479214191437,0,7.81747439759783e-06,0,0,0,7.6939277278143e-06,1
1.13682360346894e-28,0.448982745409012,0.446432322263718,0.445672988891602,0,0,0,3.54208012775097e-25,2.93616927447827e-28,0,0,0.448544830083847,2.32719940513107e-34,0.446425527334213,0,2.13848306884756e-05,0,0,0,2.10345660889288e-05,1
6.00935751829629e-32,0.446842610836029,0.444043397903442,0.450307488441467,6.39303041084536e-30,0,1.26024775180391e-35,1.2879261687451e-27,3.68211703514779e-32,0,0,0.444440603256226,5.52978823481639e-25,0.450391918420792,0,1.04460059446865e-05,0,0,0,1.05477556644473e-05,1
0,0.000117703108116984,0.000124837926705368,0.000116273302410264,0,0,0,2.67284055953249e-30,3.54396967887905e-35,0,0,0.00011625888873823,1.41386654957582e-29,0.000123782388982363,0,0.70572692155838,0,0,0,0.708483934402466,2
1.4359039126865e-28,0.447987526655197,0.447213977575302,0.446608185768127,0,0,0,2.55145242287598e-26,6.03323133836376e-31,0,0,0.447406619787216,5.05186054174652e-34,0.446850419044495,0,1.14171261884621e-05,0,0,0,1.11099534478853e-05,1
9.07998209357077e-29,0.447016686201096,0.447250187397003,0.4473537504673,0,0,0,2.23945454522436e-26,9.53382342245715e-31,0,0,0.447241544723511,1.79052298228272e-34,0.447205752134323,0,2.85389751297771e-06,0,0,0,2.77296999229293e-06,1
1.32008410563445e-30,0.000267545896349475,0.000275330734439194,0.000266662013018504,0,0,0,2.68370282740962e-25,1.4533043941038e-25,0,0,0.00027357300859876,4.01337692680768e-32,0.000270660704700276,5.11229472670321e-33,0.706509113311768,0,0,0,0.707703769207001,2
1.69842839523119e-34,1.08567821399674e-08,1.36631417291255e-08,1.15341718398554e-08,0,0,0,1.17565552211804e-33,0,2.85867119011151e-25,0,2.4033592893602e-08,4.32549872424621e-30,8.99264307463454e-09,9.57353770465335e-38,0.706876158714294,0,2.22924453848132e-30,0,0.707337319850922,2
1.7733075796437e-28,0.447515606880188,0.44721919298172,0.445595741271973,0,0,0,1.22236758277164e-24,2.61581615420822e-27,0,0,0.450247168540955,1.60042692610791e-33,0.445473313331604,0,0.000387496605981141,0,0,0,0.000382528058253229,1
4.88252515037319e-28,0.447297155857086,0.447151988744736,0.447156488895416,9.49636805820972e-32,0,2.15497694081332e-28,5.06618640395357e-29,1.62042116666043e-33,1.3916188595368e-34,0,0.447266757488251,1.33747384620063e-28,0.447195500135422,0,2.23493758222393e-11,0,0,0,2.19283896596423e-11,1
2.8311736405896e-27,0.447235524654388,0.447197020053864,0.447200357913971,1.69900440399348e-31,0,4.59066471918289e-27,8.06442358571458e-29,3.17621402125464e-33,9.34029649775669e-32,0,0.447226673364639,1.22810257170068e-28,0.447208374738693,0,1.15037666892359e-11,0,1.55829153647698e-39,0,1.12262282803144e-11,1
1.26954922733441e-30,7.12545297574252e-05,7.45334255043417e-05,7.05005077179521e-05,0,0,0,9.50056742593873e-26,8.1827915540232e-25,0,0,7.46401929063722e-05,1.11736368663599e-31,7.15078203938901e-05,1.89149089864402e-32,0.705603778362274,0,0,0,0.708606541156769,2
3.88801777903288e-28,0.446831107139587,0.449991524219513,0.442725896835327,0,0,0,2.98089335446193e-24,3.23856583283743e-26,0,0,0.45018470287323,1.27657569779667e-32,0.446223646402359,0,0.00557928951457143,0,0,0,0.00552261108532548,1
1.24654000687186e-30,0.000116786657599732,0.000123807243653573,0.000126330065540969,1.27735765089486e-37,0,0,1.69944659182872e-26,4.04609963035284e-26,0,0,0.000130345186335035,3.97831910083819e-31,0.000117268762551248,3.24783441249184e-34,0.705026686191559,0,0,0,0.709180653095245,2
1.94402454330793e-36,6.06854229090459e-08,6.60378205452616e-08,6.0613814412136e-08,0,0,0,6.2965446737292e-34,1.03373941856073e-38,0,0,6.22843501218995e-08,2.99376565391263e-26,6.42897859393088e-08,0,0.705522239208221,0,0,0,0.708687722682953,2
1.27464523044409e-30,7.32778280507773e-05,7.67558085499331e-05,7.27329970686696e-05,0,0,0,9.08507007307575e-26,7.70034986236945e-25,0,0,7.69181133364327e-05,1.18187481660912e-31,7.35587236704305e-05,1.66884110140195e-32,0.705582737922668,0,0,0,0.70862752199173,2
2.64707780232786e-32,9.36285360353395e-08,9.87189139323164e-08,1.04451672200412e-07,9.10621643770812e-38,0,0,1.8986076940922e-30,1.08045673458426e-32,3.0762718639788e-37,0,1.18704939211511e-07,8.51585359012528e-30,8.98242618063705e-08,9.20306867653565e-35,0.707018494606018,0,6.12103096935945e-35,0,0.707195103168488,2
2.06472923165966e-32,0.447250217199326,0.447184503078461,0.447206407785416,1.6581212517247e-23,4.31711340582428e-30,0,1.88066835725487e-31,4.6587286151337e-32,0,0,0.447212040424347,4.33027207892435e-24,0.447214692831039,1.12489225775527e-33,5.25599643879104e-05,7.15449026063006e-31,8.23752498656879e-33,0,5.05951538798399e-05,1
5.18066947859717e-37,2.03066754522752e-08,2.1948460826593e-08,2.05092796079498e-08,0,0,0,4.17878093894998e-34,7.90602083833579e-39,0,0,2.04802734771192e-08,3.63989357983917e-26,2.1814614115101e-08,0,0.70626163482666,0,0,0,0.70795089006424,2
4.65743726405966e-30,0.448601633310318,0.446193903684616,0.446329593658447,4.22217469861967e-32,0,2.61696310642773e-31,2.06155302829132e-29,3.43986220536946e-34,0,0,0.448189318180084,1.5669245656913e-28,0.446747869253159,0,7.36127409028953e-11,0,0,0,7.28441335029473e-11,1
1.18097151164865e-33,0.000367437110980973,0.000414947542594746,0.000409062136895955,1.29712553291295e-36,0,0,2.20353074061641e-30,2.29409359842248e-35,0,0,0.000376075302483514,1.70966767152542e-24,0.000398063333705068,0,0.70593386888504,0,0,0,0.70827716588974,2
