"Sim1","Sim2","Class"
0.999983813877453,0.00268101423904459,1
0.999945664179811,0.000320880365918438,1
0.999959046305368,0.000322096527061272,1
0.999967239908234,0.00553625668941311,1
0.000324664504105988,0.999997993195664,2
0.999986068306031,0.000331856164254665,1
0.999989647425101,0.000350881779509214,1
0.999972550437331,0.000335709435442404,1
0.000581210567641619,0.999998161158795,2
0.999992442971433,0.000336816378285677,1
0.999992355809833,0.000324868516985745,1
0.000918820270028261,0.999998211399811,2
0.000313431261482822,0.999997738524161,2
0.999986169331846,0.000865383004461337,1
0.999992520479499,0.000320888960895997,1
0.999992499757016,0.000320889041768079,1
0.000475482051166113,0.99999798247172,2
0.999946733569957,0.00817104775010406,1
0.000588219670846367,0.999997010057895,2
0.000313536547003009,0.999997832907814,2
0.00048031492096581,0.999997981982017,2
0.000313626740667486,0.999997551303219,2
0.999992485129069,0.000393828495672274,1
0.000313445583745568,0.999998236274857,2
0.999991008550714,0.000320886736951481,1
0.00119240799295936,0.999998088923784,2
0.000925864332909799,0.999994942509809,2
0.000401330611409744,0.999998153724322,2
0.999986320758811,0.000679244585431852,1
0.000466697070247913,0.999998053467849,2
0.000313407157620238,0.999998011705359,2
0.000788905800674095,0.999998236301104,2
0.999986193860969,0.000494441877848653,1
0.000326232470808578,0.999997228496298,2
0.00128664841399083,0.999996922244782,2
0.999990930028388,0.000350610529346012,1
0.999941908132093,0.00645106361610284,1
0.999983747069128,0.000321264375310939,1
0.000360583964179148,0.999998236781777,2
0.999992583429904,0.000335019240356498,1
0.999985898903844,0.000321206122934056,1
0.999987959149021,0.000326741382199306,1
0.00031340841682556,0.999997965520076,2
0.00033448026264381,0.999996491636844,2
0.999992228714674,0.000320887617524461,1
0.999986929391593,0.000321134760099211,1
0.000857266596719025,0.999997321680234,2
0.999991892246352,0.000388671040370147,1
0.999980187444726,0.00033539997367312,1
0.000563578791634761,0.99999794707727,2
0.999985312537455,0.000326078118783204,1
0.999992023146039,0.000337912683959191,1
0.000482756596342743,0.999997983001261,2
0.999987031523582,0.000321246791480453,1
0.000313465506702144,0.999998095695272,2
0.999985974726392,0.000636016555779574,1
0.000541152141211176,0.999997586163185,2
0.000313702530280255,0.999998182504597,2
0.999992448695202,0.00066184952254888,1
0.000340741697405559,0.999998202711404,2
0.000321512560840264,0.999997963993575,2
0.999992551640756,0.000388050965026135,1
0.999992558116095,0.000339279303232841,1
0.000313446446585277,0.999998189463726,2
0.999992521295667,0.00034774174498425,1
0.000480119770710309,0.999997501325388,2
0.999986535959238,0.00067128426279096,1
0.000316822624141403,0.999997631294022,2
0.000408341503994588,0.999998189561494,2
0.999992381117751,0.000335606783651623,1
0.000313404402372037,0.999997681293783,2
0.000584440750977085,0.999998330385996,2
0.000314769292412807,0.999998114993766,2
0.000480148711040282,0.999998036981369,2
0.999987582072778,0.000321330253202005,1
0.999988710278643,0.000328341735291149,1
0.999988754902277,0.000329776709109448,1
0.999987783365293,0.000881020924611751,1
0.000314359746023106,0.999997749144041,2
0.000317220016958445,0.999997964657634,2
0.000314070497563421,0.999997812391391,2
0.999980829317142,0.000322575003608853,1
0.000765363991292378,0.999998193837706,2
0.000313640357611272,0.999998279552341,2
0.000313541473932645,0.999998168275487,2
0.999989970490458,0.000322079931098016,1
0.999979673556673,0.000361924773177599,1
0.999984766277138,0.00140348169846999,1
0.00127285428724442,0.999997772780889,2
0.99997166097857,0.000703989736081749,1
0.000313616120770257,0.999998041941604,2
0.999982059952792,0.000380564068829562,1
0.999990560057418,0.00165938416293743,1
0.999989804656833,0.00032115236523346,1
0.000313404302026352,0.999997752844593,2
0.000313445663958504,0.999998027014064,2
0.000401792171162666,0.999998090272311,2
0.000468634906373117,0.999998182255912,2
0.000736343414271955,0.999998148591644,2
0.000314285767045765,0.99999812531838,2
0.000907719799732308,0.999998111134132,2
0.999991350125367,0.000665589752676736,1
0.999955537685629,0.00701406879452095,1
0.000313415643701241,0.999998192178047,2
0.000345315292179232,0.999998267227537,2
0.000439853505594637,0.999998223546016,2
0.99998933627969,0.000333767637460931,1
0.999992490818813,0.000336677787700223,1
0.99994448768681,0.00839642484262323,1
0.000313497073810192,0.999998117922838,2
0.000313465404725629,0.999998243234086,2
0.000316476933909876,0.999997756979354,2
0.000313504435499683,0.999998247064325,2
0.000316472231200968,0.999998137839891,2
0.000920639743799572,0.999997967918814,2
0.000313677630329722,0.99999822836621,2
0.000328644792898337,0.99999824138647,2
0.999978436093605,0.000426642705487657,1
0.999988665271807,0.000364684994581659,1
0.999990684163076,0.000321248578129188,1
0.999988952213701,0.000325366423945566,1
0.99997962827286,0.000407321985130901,1
0.999992209120989,0.000324176362874555,1
0.999991188531257,0.000321186405134174,1
0.00117176295577092,0.999997964266183,2
0.999992007862507,0.000498147843420393,1
0.000314626807850252,0.999997438261724,2
0.000740290433997417,0.99999834475258,2
0.000313416946062773,0.999998218510713,2
0.999988499801057,0.000321668800039155,1
0.999986294736577,0.000330983048485681,1
0.00031489793873534,0.999997937289365,2
0.000626338216606489,0.999997902009791,2
0.999985303389496,0.000328762477406888,1
0.000642822187514467,0.999998100430228,2
0.999986603640236,0.000321043315778292,1
0.000400496119238835,0.999998195733877,2
0.99996072902628,0.000321740583023129,1
0.999992664521262,0.000484767128010348,1
0.999992579615539,0.000364184945904255,1
0.000314367773244793,0.999998161379265,2
0.999989378676163,0.000746251152814028,1
0.999978748076827,0.000441427570399093,1
0.000380106436151472,0.999998184775443,2
0.999992610120218,0.000407553259613974,1
0.999980989572673,0.000320882804920593,1
0.000313762496941344,0.999998110138606,2
0.00137895827926941,0.999997980676966,2
0.000313700208351346,0.999997062733485,2
0.000347295269455153,0.999998233276911,2
0.00031479047819801,0.999997294770127,2
0.999986403817984,0.000322697175856646,1
0.999985664367359,0.000328216128191333,1
0.999992473227882,0.000362333511938756,1
0.999988728475291,0.000325350078060415,1
0.000313638810998871,0.999997079943919,2
0.999986298680237,0.000321576526375631,1
0.999968086200632,0.000563620798283051,1
0.00043139131798106,0.999997907910585,2
0.999987838389636,0.000323349683565333,1
0.999991871493031,0.000800203815527421,1
0.000451864449594095,0.999998240460798,2
0.000424406208667877,0.999998256797676,2
0.999971200149734,0.0015587149440481,1
0.000313406632882803,0.999997852403419,2
0.000887209686207976,0.99999781609697,2
0.999992511267697,0.00038490241214371,1
0.999992457432156,0.000320889056688183,1
0.000323646316526409,0.999998217710307,2
0.999992649377336,0.000325029565270324,1
0.000347821248933571,0.999992677036043,2
0.000313472027930623,0.999998142590903,2
0.999992519616607,0.000404766490587633,1
0.00105101042873868,0.999997646560416,2
0.999992563861383,0.000330090086066971,1
0.000313409650653679,0.999998162601347,2
0.00093995128796949,0.999998196350757,2
0.999988213420138,0.000378391660841113,1
0.000313795154625292,0.999998176295918,2
0.000313479694161646,0.999998123820832,2
0.999964722458325,0.000528156315136677,1
0.00105460835203913,0.999997932269332,2
0.999989857843693,0.000321131004617886,1
0.000313405415258151,0.999997724528014,2
0.999987805097989,0.000374856434423385,1
0.000313416700522301,0.999997964953876,2
0.999982955188464,0.000501223926969351,1
0.00239310036730136,0.99999637795853,2
0.999991135592627,0.00163696895576076,1
0.000517066936576617,0.999997905406199,2
0.000910615691045658,0.999998120130467,2
0.000313725415815379,0.999997688090636,2
0.999984595637062,0.000950442460658608,1
0.99999194187743,0.000595887428720495,1
0.000376783104179131,0.999997879942273,2
0.999967963988577,0.000323533603349016,1
0.999979514893092,0.000476489112279687,1
0.999978781109404,0.000431590432649144,1
0.999981609590862,0.000328744319008481,1
0.00031590950677231,0.999997577211509,2
0.999980563119182,0.000765720326026436,1
0.000313553042345465,0.999997963025651,2
0.000673937835660712,0.999998244601295,2
0.999971343924582,0.000325922927983772,1
0.999935783565726,0.00032087135719126,1
0.000313426958273047,0.999998209854508,2
0.000313406669212612,0.999997643502766,2
0.000313407310407338,0.999997718030893,2
0.000315004546711092,0.999998063700598,2
0.999982694121441,0.000544688740979514,1
0.000689181169728434,0.999997353396116,2
0.00152206987901491,0.99999785059282,2
0.000328686335136865,0.999997452494844,2
0.000500344137551483,0.999997543318499,2
0.999992603408053,0.000320890545317699,1
0.000414493403532557,0.999998314549703,2
0.999990448238501,0.000548134646174173,1
0.000364440513485927,0.999998253495541,2
0.999991716569862,0.000323208039257178,1
0.999982705150541,0.000396571647988605,1
0.999988138158862,0.000862220325611333,1
0.999984246540943,0.00213761031131499,1
0.000313454491003713,0.999998266174878,2
0.000973060926769501,0.999998028097951,2
0.999992489223918,0.000371822033135409,1
0.000977041364146238,0.999996884134331,2
0.000774858703553219,0.999996753798775,2
0.000313407043496338,0.999997866189105,2
0.999975775544009,0.00114930176967468,1
0.999991817510702,0.000348679525249595,1
0.999991680023503,0.000321170437033648,1
0.999992489428927,0.000368477693018234,1
0.999992499934124,0.000416205496389119,1
0.99998700240728,0.00241248419418701,1
0.999992505921032,0.000342881638125387,1
0.000315256038111288,0.999997851208333,2
0.000372203165670418,0.999998051750649,2
0.00109974738075189,0.999997912082667,2
0.999992498477405,0.000360400296439103,1
0.999988320076299,0.000324710941876336,1
0.000313407573384826,0.999997701420057,2
0.999989925525293,0.000466659411902533,1
0.999989036148949,0.000321672946872793,1
0.000320508489267109,0.999998318935149,2
0.999988716177278,0.000321414265985373,1
0.999990580161615,0.000321368272739471,1
0.999986541061617,0.00115167441234932,1
0.999986865762507,0.000350124478352342,1
0.999986636980373,0.000871345493882116,1
0.00243708140727222,0.999994264420767,2
0.999982523967996,0.000571969382146485,1
0.999988277373483,0.000322835614551277,1
0.999984076363867,0.000381666265344754,1
0.000460970850261108,0.999998152738358,2
0.000344036091027295,0.999998206486609,2
0.999968291611392,0.000328524933466988,1
0.000314221924247421,0.999997472598801,2
0.000871826349231762,0.999995026980036,2
0.999992517212465,0.000335690296890984,1
0.999985454340706,0.0010350504393649,1
0.999991159292562,0.00164701646125441,1
0.000360953915021843,0.999998158490913,2
0.999988615087292,0.000334701339681236,1
0.999989844792508,0.000321605754333009,1
0.000324501404881762,0.999998035795887,2
0.00041886406134143,0.999998214959928,2
0.000313447884189491,0.999998204033453,2
0.000478586558640885,0.99999808184678,2
0.999971175927854,0.00128303151107828,1
0.000405649515635556,0.999998204735342,2
0.999992530229806,0.00033589889810874,1
0.999990550339646,0.000330845810198837,1
0.000313743244314424,0.999997888817938,2
0.000804786518080163,0.99999801183157,2
0.999989981378047,0.00087198986018293,1
0.999986740359091,0.000604801136493197,1
0.000313646403330028,0.999998165072881,2
0.00045305031998277,0.999998057373532,2
0.00031472290737132,0.999997826588588,2
0.000449056143880298,0.999998236338294,2
0.999989049191879,0.000325419505232379,1
0.000454975871102342,0.999998178459014,2
0.999986975213874,0.000490298493403821,1
0.99997867359799,0.000320918744119368,1
0.999990371621614,0.000329472177435654,1
0.000313936641134281,0.99999818809143,2
0.999987412846293,0.00116787895965119,1
0.999992544648788,0.000339113848752536,1
0.000314453788365762,0.999997888710987,2
0.000320532246934964,0.999997888506484,2
0.000314218500356078,0.999998224696839,2
0.999985543578464,0.000511438061262895,1
0.000314018958033546,0.999994231235935,2
0.999986028917172,0.00032263452342683,1
0.000383053163905827,0.999997824745733,2
0.000368624568727696,0.99999798105126,2
0.99998247885721,0.00032385380663951,1
0.000318304722379065,0.999998256113903,2
0.00031535302806304,0.999997463057221,2
0.999989921857107,0.000321432728275292,1
0.999992575555112,0.000351888167419706,1
0.000313517402155092,0.999998077647245,2
0.999990802786364,0.000332678213378604,1
0.000313485158829444,0.999998269212342,2
0.999985260941037,0.000321248419134133,1
0.999988959710825,0.00033501827282424,1
0.999990074856435,0.000358479317098287,1
0.000319378608628711,0.999997632455641,2
0.000348008850282145,0.999998263460055,2
0.000346942808378921,0.999998168938194,2
0.999987919625957,0.000417668707196797,1
0.999987350858081,0.000321313767818495,1
0.999991909555159,0.000321288235537214,1
0.999992466151306,0.000716793107795195,1
0.999992510807657,0.000399646586550413,1
0.000391249850568027,0.999998146073734,2
0.999992508864982,0.000349682790199149,1
0.00031341599785087,0.999998283140039,2
0.000315080106370112,0.99999756649075,2
0.9999892048606,0.00033647816806239,1
0.999986696483966,0.0006779269483159,1
0.000313629773996346,0.999997704196988,2
0.000817541141136204,0.999998304315665,2
0.999989426238379,0.00034682408479415,1
0.000316552854427683,0.999998162769495,2
0.000313403959635719,0.999997525638942,2
0.000855720355717338,0.999998277652609,2
0.999992450756368,0.000337829860849474,1
0.999990964797572,0.000325515997116813,1
0.00031350961547818,0.999998075710688,2
0.999988429261288,0.000328612239707392,1
0.999990332222257,0.000320886157428703,1
0.999990972756754,0.000994717297027838,1
0.999991911170106,0.00033914670913267,1
0.000316708380900181,0.999997786064949,2
0.000457688286001442,0.999997978698095,2
0.000476339162334502,0.999998309841403,2
0.000457813248264967,0.999998179981863,2
0.000337688299900651,0.999998057396528,2
0.999966375749065,0.000458110437111073,1
0.999991424820346,0.000322353965124081,1
0.999992491432161,0.000336997489104909,1
0.999965752795861,0.000320935431873689,1
0.999989285527539,0.000395364013660526,1
0.000313438579115489,0.999998150411692,2
0.99997394437255,0.000349920521807077,1
0.000314546792473993,0.999996969395897,2
0.999992559640953,0.000343488499998057,1
0.00274898851923196,0.999996070256239,2
0.00075608590841016,0.999997784072591,2
0.000857830781406513,0.999998071907414,2
0.000333173745865906,0.999997501452319,2
0.999986004921125,0.000321648953795926,1
0.999974898674236,0.00217158713043446,1
0.999979065456874,0.000321518902371066,1
0.000316230324770288,0.99999819791043,2
0.999985601173949,0.000330972636424987,1
0.999992569546019,0.000435589987645721,1
0.000855673152309843,0.999998258587764,2
0.999988353929479,0.000321317306989276,1
0.000426378875130763,0.999998309514672,2
0.999970071329934,0.000320969919185055,1
0.999992508508992,0.000349739846253032,1
0.000327389099295413,0.999998018247356,2
0.000563866899686031,0.999997936233995,2
0.999988774545747,0.000443301429711126,1
0.000313452844943048,0.999998164132229,2
0.000586389132781689,0.999997498679306,2
0.000313735705719823,0.999997529190396,2
0.999982126574861,0.000708040470544723,1
0.000316130206769342,0.999997672131438,2
0.999990226108107,0.000342490561782146,1
0.000340631206746287,0.999998188340487,2
0.000313416670200488,0.999997960402931,2
0.000403176520161408,0.999997866663083,2
0.000313478195691943,0.99999802599417,2
0.000319838746886746,0.999998266605599,2
0.00031391422452931,0.99999826289045,2
0.999980349961353,0.000365301765775633,1
0.00160132702629754,0.999997566536284,2
0.999992576925065,0.000355694931049227,1
0.000336959984997835,0.999998209708323,2
0.000314166013614113,0.999996679915523,2
0.00108119038519265,0.999998213263056,2
0.000344186748733783,0.999998248782212,2
0.999987779654297,0.000323359776300128,1
0.999981828655268,0.00225007133672783,1
0.00218018422925388,0.99999584926324,2
0.000646795147596672,0.999997571449957,2
0.000477155068705779,0.999997430751413,2
0.00107102877208435,0.999995676347495,2
0.000338025550388072,0.999998186012852,2
0.999986847404455,0.00129325645635339,1
0.000313733773504963,0.999998272085925,2
0.999948823143809,0.000326231972396728,1
0.000322245332233247,0.999997714927717,2
0.999989753808756,0.00129722555792026,1
0.999978371419723,0.000357349646916441,1
0.000313481943726294,0.999998049995244,2
0.999987788669255,0.00163685762820998,1
0.000442055578656807,0.99999824907819,2
0.999992058044155,0.000326226676036612,1
0.000349745520897221,0.999997736653734,2
0.999987972341101,0.000429332671248525,1
0.000313452009009018,0.999998121549039,2
0.00176215676964933,0.999996187786522,2
0.0003144705039787,0.999997419331492,2
0.999988461902006,0.000323735340848733,1
0.999992456398083,0.000320889200512597,1
0.000360678585383275,0.999997605661599,2
0.000313404343403575,0.999997525063875,2
0.000390463714680168,0.999998019914373,2
0.999986679632568,0.000687524008932281,1
0.999992494676836,0.000407422551725219,1
0.000709762713315539,0.999998309609623,2
0.000314683399732016,0.999997525411366,2
0.000408594968647217,0.999997722524119,2
0.000324648297020707,0.999998221514752,2
0.999988531772994,0.000360458274812915,1
0.00067217267820731,0.999998217044478,2
0.000727937715413986,0.999998285196266,2
0.000931715201182991,0.999994836080467,2
0.000385683902758019,0.999997940570804,2
0.999992537691815,0.000357111849621805,1
0.999992553384,0.000392882638600269,1
0.999992521625956,0.000363810739242179,1
0.000912301385314064,0.999991915656242,2
0.999987323480594,0.000321386556287879,1
0.999992510677633,0.000320889073063197,1
0.000746745815340405,0.999998369656205,2
0.99999254364363,0.000345365735620524,1
0.000317470567444999,0.999998130752365,2
0.000313486796289246,0.999998180343214,2
0.999992498794854,0.000320910361619991,1
0.00033538316399157,0.999998297022693,2
0.999992457157153,0.000357075150033723,1
0.000425532795240394,0.999997974427036,2
0.999989187920762,0.000359773944881271,1
0.999984437485549,0.000536979317809308,1
0.999988414535823,0.000324327304261712,1
0.000313975238179425,0.999997558393273,2
0.999992517743304,0.000339019606258091,1
0.999991989831863,0.000323338420570739,1
0.999975590124128,0.000594352903603673,1
0.999992584348668,0.000423736725929843,1
0.999992595802301,0.000459520039301383,1
0.000314496340316266,0.999997854263914,2
0.000313523499552172,0.999997576325723,2
0.000313553681662389,0.999997872146177,2
0.000659977306336854,0.999998321152737,2
0.000314119806906717,0.999997320040063,2
0.999985020253605,0.000543399079285345,1
0.999970930639354,0.000320892109075004,1
0.999992363837927,0.000321231525393315,1
0.000317058157133473,0.999997991449891,2
0.000314143708106911,0.999997911125961,2
0.000446131104150529,0.999998288302788,2
0.999991719392588,0.000666075794651901,1
0.000313407165287853,0.999997975620216,2
0.99998152856741,0.000477820515832802,1
0.000314005710894055,0.999998255220953,2
0.000313412315629642,0.999997863890045,2
0.999986567373333,0.000321806037261753,1
0.999992482978711,0.000354850146448226,1
0.000617732989417002,0.999997795416138,2
0.000662784899394546,0.999997837622043,2
0.000313722077794118,0.999997329804744,2
0.999987803496822,0.000327877212472675,1
0.000436950836777668,0.999998297264889,2
0.9999716533025,0.000837359590236958,1
0.000582162197440748,0.999996946702594,2
0.000314434052926642,0.999997655209975,2
0.000316057817644825,0.999997004804992,2
0.999992584105347,0.000335742608251414,1
0.99998661495412,0.000332863599714864,1
0.99999044764328,0.000322273813066123,1
0.0003300598974237,0.999994803278676,2
0.999992410358247,0.000326661986467356,1
0.999963766009468,0.000321717223755693,1
0.999989647881059,0.000331014486503398,1
0.000328891151807395,0.99999787831951,2
0.999992303638322,0.000344344463267225,1
0.000313453185535897,0.999998239886431,2
0.000943634811527615,0.99999780475209,2
0.999989423009953,0.000332565229915375,1
0.000757465296731686,0.999998365725727,2
0.000480620895622514,0.999998038851646,2
0.999986045802276,0.000321261040875002,1
0.999975517637346,0.000386890334124802,1
0.000393720548901166,0.999998152981692,2
0.999974306033168,0.00113494670620096,1
0.000619237881903746,0.999997329365445,2
0.999988278169841,0.000424571882251266,1
0.999986902566539,0.000322055592740818,1
0.000313495285726207,0.99999807059884,2
0.00031776946298411,0.999998096874325,2
0.000351416752550228,0.999997415532367,2
0.999992458323859,0.000320900427635054,1
0.00038407371130469,0.99999814159735,2
0.00031340972911109,0.999997959597957,2
0.99998968860825,0.00183975073906838,1
0.000313450127258086,0.99999828615334,2
0.000313411340431667,0.999998243507446,2
0.999992545155965,0.000376425510073877,1
0.000491622134353657,0.999997870967893,2
0.000335942484141284,0.999998300392235,2
0.99999219045614,0.000336927150269554,1
0.999992506074867,0.000340197088642868,1
0.999988981922055,0.00032108293080252,1
0.999980862554564,0.000320953526104758,1
0.000313703556637369,0.999996546278589,2
0.999989431468312,0.000368678791171388,1
0.000313454554029279,0.999998209484071,2
0.000313529385025139,0.999998143658565,2
0.0003136878898104,0.999998118533977,2
0.999986877436997,0.000321124732477219,1
0.000313472110077163,0.999998207909525,2
0.999987140993015,0.000322344600838927,1
0.000313447697781988,0.999998253196259,2
0.000313408929380997,0.999997541120054,2
0.999985992395373,0.000321467625573922,1
0.999980976749291,0.000320990748088511,1
0.999984338474225,0.000513374586367161,1
0.000427878198594986,0.999998327075721,2
0.00087581161872583,0.999997873648739,2
0.000313490276373187,0.999998056122628,2
0.000353549285968663,0.999997719323986,2
0.999901677374286,0.000726099996508024,1
0.000977600865245639,0.999998123183857,2
0.00442266589145344,0.999991082021531,2
0.999959997183889,0.00125716638868145,1
0.999986754957345,0.000403456410401513,1
0.000314111643119538,0.999998230458666,2
0.00111360525058234,0.999998236229353,2
0.999986066394721,0.000321512990558249,1
0.999992516612423,0.000396908002765851,1
0.999991226992209,0.000322637248462141,1
0.00042412572603859,0.99999828552536,2
0.999992541206385,0.000437475991553107,1
0.999991812709522,0.000434025541517562,1
0.999986106064169,0.000476967826456738,1
0.999989041852409,0.000322465340678533,1
0.999988505345191,0.00134386784431491,1
0.99999254451472,0.000339213083151313,1
0.999989525426739,0.000322098079479305,1
0.000316668125583092,0.99999822558412,2
0.999989666371143,0.000329605804067079,1
0.000313812831420254,0.999997844152867,2
0.999991420963731,0.0010283597120234,1
0.999992581124853,0.00039267511085379,1
0.999986390093586,0.00068543111687145,1
0.999992500414751,0.000363524111915202,1
0.999988617640931,0.000581320573001687,1
0.000559215058509283,0.999998295595837,2
0.999987815139733,0.000730177604151449,1
0.999992590485921,0.000320888838767925,1
0.000315187994610858,0.999997340508152,2
0.999992476907864,0.000336330479047562,1
0.99998758939827,0.000342456843893009,1
0.999989435065292,0.000321504252300126,1
0.999987227673447,0.000322141264141376,1
0.000313750876615846,0.999998309485238,2
0.999990256760185,0.00035692332320835,1
0.999990126168209,0.000367438537686562,1
0.00031340724772506,0.999998056070703,2
0.999989142660739,0.000424454593845815,1
0.999992567527261,0.000321270017479827,1
0.000345023247664205,0.999998210399572,2
0.99998950101465,0.000572106820518018,1
0.000566206246176467,0.999998099565022,2
0.999992548791992,0.000433911951645733,1
0.000498265331051276,0.999997993671571,2
0.999990949349468,0.000342330375390754,1
0.999960583911222,0.000700845152895062,1
0.000313406276073906,0.999997634299638,2
0.000313494659118236,0.999998000874496,2
0.000313413674615534,0.999998137117395,2
0.000331358750996326,0.99999794932519,2
0.999988979541305,0.000321105941030702,1
0.999992535381416,0.000320889105981806,1
0.9999851581166,0.000321156197482443,1
0.000323213951256494,0.999998170001793,2
0.999992474493212,0.000367477900790731,1
0.999992485216549,0.000320892184808839,1
0.000313620104496233,0.999997640385769,2
0.999990108710167,0.000321111886203372,1
0.000837037440010051,0.999998237459951,2
0.999989204347744,0.000515512264341709,1
0.000313457114712904,0.999998341139789,2
0.000314069168560781,0.999998180289924,2
0.000394605511283213,0.999997981012371,2
0.999988483896117,0.000358459227316714,1
0.999989540747646,0.00032136819527123,1
0.000872254268785575,0.999998053535452,2
0.000313404498278326,0.999997762629171,2
0.999988044738899,0.00045733501918649,1
0.000696087243428931,0.99999707778943,2
0.999983363690113,0.000321093317477921,1
0.999984819121503,0.000591432644738443,1
0.99998986990186,0.000323233740987303,1
0.000313451434754874,0.999998257293246,2
0.000313521469979864,0.999997916260961,2
0.000904571435237855,0.999998246714072,2
0.000313518732049524,0.999998264210763,2
0.000437143300100587,0.999998290739815,2
0.000315693570458157,0.999997721925187,2
0.000613611489140322,0.999998219469638,2
0.000514077311299685,0.999998052988741,2
0.000316423877501985,0.999997578046588,2
0.000314906900091673,0.999997738411526,2
0.999989440979496,0.000321552855714898,1
0.999972864492909,0.00032088969234937,1
0.000366567650391211,0.999998213756866,2
0.000607405154974232,0.999998088738282,2
0.0202058667820058,0.999805403508628,2
0.999956183403987,0.00719146261145233,1
0.000318701201120678,0.99999812071803,2
0.999985947509234,0.000323152405873465,1
0.000378057062259541,0.999998273159804,2
0.000313469689521331,0.999998124405373,2
0.000386354070086915,0.999998296602912,2
0.999992448109091,0.000372646588481989,1
0.000857970808886084,0.99999717524627,2
0.000429894710813772,0.999997875364928,2
0.000313480807799849,0.999998041878942,2
0.000701166835014649,0.999998106164129,2
0.999992296206395,0.000327946523014214,1
0.999992533744252,0.000346189893278988,1
0.000459326857788075,0.99999828626062,2
0.00031364924566276,0.99999793554865,2
0.000383042758763467,0.999998211344938,2
0.999939294446721,0.00976299230512712,1
0.000317029423656674,0.999997802993908,2
0.999985698009334,0.000325039744986749,1
0.999984886168902,0.000320998560242256,1
0.999992572161803,0.000374753545212223,1
0.999992466038833,0.000403411125457607,1
0.999992561706929,0.000349930964303186,1
0.999991100508595,0.000322125005868076,1
0.000313489758146456,0.999997824473636,2
0.999991020081766,0.000321328290065741,1
0.00257501060691422,0.999987664084047,2
0.000313458165210087,0.999998235817478,2
0.999989729238314,0.000446671024891045,1
0.000918549417393751,0.999997913883284,2
0.999990181394609,0.00032194705516904,1
0.999986767923786,0.000674818375531759,1
0.999982221389846,0.00178948723273471,1
0.000317245981985443,0.99999739291024,2
0.999989543096605,0.00111425492465843,1
0.00479762766174239,0.999989386175001,2
0.000316898543980971,0.999997586403176,2
0.000317119548269898,0.999998190225335,2
0.000315196682366198,0.999997642490925,2
0.999992572469865,0.000320889666730392,1
0.999986652744216,0.000321429119998058,1
0.999992397639049,0.000957319312899625,1
0.999983331311738,0.00032097565931517,1
0.00031480127322885,0.99999807375487,2
0.000530950417098651,0.999998206999864,2
0.000315625947960489,0.999998186914321,2
0.000313474968603501,0.999998050100456,2
0.000313512217548902,0.999998228199356,2
